"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Order"
1,1,3000,34,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
2,2,3100,34,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
3,3,3750,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
4,4,3850,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
5,5,4500,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
6,6,4600,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
7,7,5250,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
8,8,5350,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
9,9,6000,34,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
10,10,6100,34,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
11,11,6750,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
12,12,6850,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
13,13,7500,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
14,14,7600,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
15,15,8250,31,90,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
16,16,8350,31,0,10,0,1,1,1,"articulation","teaching","1_t_stim_a.png","teaching-first"
151,1,3000,34,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
152,2,3100,34,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
153,3,3750,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
154,4,3850,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
155,5,4500,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
156,6,4600,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
157,7,5250,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
158,8,5350,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
159,9,6000,34,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
160,10,6100,34,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
161,11,6750,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
162,12,6850,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
163,13,7500,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
164,14,7600,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
165,15,8250,31,90,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
166,16,8350,31,0,10,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first"
300,1,3000,34,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
301,2,3100,34,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
302,3,3750,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
303,4,3850,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
304,5,4500,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
305,6,4600,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
306,7,5250,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
307,8,5350,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
308,9,6000,34,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
309,10,6100,34,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
310,11,6750,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
311,12,6850,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
312,13,7500,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
313,14,7600,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
314,15,8250,31,90,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
315,16,8350,31,0,10,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first"
452,1,3000,34,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
453,2,3100,34,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
454,3,3750,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
455,4,3850,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
456,5,4500,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
457,6,4600,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
458,7,5250,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
459,8,5350,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
460,9,6000,34,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
461,10,6100,34,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
462,11,6750,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
463,12,6850,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
464,13,7500,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
465,14,7600,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
466,15,8250,31,90,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
467,16,8350,31,0,10,2,1,1,4,"articulation","teaching","4_t_stim_a.png","teaching-first"
602,1,3000,34,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
603,2,3100,34,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
604,3,3750,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
605,4,3850,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
606,5,4500,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
607,6,4600,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
608,7,5250,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
609,8,5350,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
610,9,6000,34,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
611,10,6100,34,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
612,11,6750,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
613,12,6850,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
614,13,7500,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
615,14,7600,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
616,15,8250,31,90,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
617,16,8350,31,0,10,2,1,1,5,"articulation","teaching","5_t_stim_a.png","teaching-first"
752,1,3000,34,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
753,2,3100,34,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
754,3,3750,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
755,4,3850,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
756,5,4500,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
757,6,4600,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
758,7,5250,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
759,8,5350,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
760,9,6000,34,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
761,10,6100,34,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
762,11,6750,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
763,12,6850,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
764,13,7500,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
765,14,7600,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
766,15,8250,31,90,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
767,16,8350,31,0,10,2,1,1,6,"articulation","teaching","6_t_stim_a.png","teaching-first"
902,1,3000,34,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
903,2,3100,34,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
904,3,3750,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
905,4,3850,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
906,5,4500,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
907,6,4600,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
908,7,5250,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
909,8,5350,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
910,9,6000,34,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
911,10,6100,34,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
912,11,6750,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
913,12,6850,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
914,13,7500,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
915,14,7600,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
916,15,8250,31,90,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
917,16,8350,31,0,10,2,1,1,7,"articulation","teaching","7_t_stim_a.png","teaching-first"
1052,1,3000,34,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1053,2,3100,34,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1054,3,3750,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1055,4,3850,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1056,5,4500,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1057,6,4600,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1058,7,5250,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1059,8,5350,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1060,9,6000,34,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1061,10,6100,34,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1062,11,6750,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1063,12,6850,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1064,13,7500,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1065,14,7600,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1066,15,8250,31,90,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1067,16,8350,31,0,10,2,1,1,8,"articulation","teaching","8_t_stim_a.png","teaching-first"
1202,1,3000,34,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1203,2,3100,34,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1204,3,3750,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1205,4,3850,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1206,5,4500,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1207,6,4600,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1208,7,5250,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1209,8,5350,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1210,9,6000,34,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1211,10,6100,34,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1212,11,6750,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1213,12,6850,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1214,13,7500,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1215,14,7600,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1216,15,8250,31,90,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1217,16,8350,31,0,10,0,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1352,1,3000,34,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1353,2,3100,34,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1354,3,3750,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1355,4,3850,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1356,5,4500,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1357,6,4600,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1358,7,5250,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1359,8,5350,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1360,9,6000,34,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1361,10,6100,34,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1362,11,6750,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1363,12,6850,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1364,13,7500,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1365,14,7600,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1366,15,8250,31,90,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1367,16,8350,31,0,10,2,1,2,1,"dynamics","teaching","1_t_stim_d.png","teaching-first"
1368,1,3000,34,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1369,2,3100,34,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1370,3,3750,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1371,4,3850,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1372,5,4500,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1373,6,4600,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1374,7,5250,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1375,8,5350,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1376,9,6000,34,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1377,10,6100,34,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1378,11,6750,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1379,12,6850,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1380,13,7500,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1381,14,7600,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1382,15,8250,31,90,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1383,16,8350,31,0,10,2,1,2,2,"dynamics","teaching","2_t_stim_d.png","teaching-first"
1518,1,3000,34,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1519,2,3100,34,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1520,3,3750,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1521,4,3850,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1522,5,4500,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1523,6,4600,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1524,7,5250,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1525,8,5350,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1526,9,6000,34,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1527,10,6100,34,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1528,11,6750,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1529,12,6850,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1530,13,7500,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1531,14,7600,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1532,15,8250,31,90,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1533,16,8350,31,0,10,2,1,2,3,"dynamics","teaching","3_t_stim_d.png","teaching-first"
1668,1,3000,34,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1669,2,3100,34,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1670,3,3750,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1671,4,3850,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1672,5,4500,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1673,6,4600,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1674,7,5250,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1675,8,5350,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1676,9,6000,34,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1677,10,6100,34,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1678,11,6750,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1679,12,6850,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1680,13,7500,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1681,14,7600,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1682,15,8250,31,90,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1683,16,8350,31,0,10,2,1,2,4,"dynamics","teaching","4_t_stim_d.png","teaching-first"
1818,1,3000,34,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1819,2,3100,34,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1820,3,3750,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1821,4,3850,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1822,5,4500,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1823,6,4600,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1824,7,5250,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1825,8,5350,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1826,9,6000,34,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1827,10,6100,34,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1828,11,6750,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1829,12,6850,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1830,13,7500,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1831,14,7600,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1832,15,8250,31,90,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1833,16,8350,31,0,10,2,1,2,5,"dynamics","teaching","5_t_stim_d.png","teaching-first"
1968,1,3000,34,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1969,2,3100,34,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1970,3,3750,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1971,4,3850,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1972,5,4500,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1973,6,4600,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1974,7,5250,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1975,8,5350,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1976,9,6000,34,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1977,10,6100,34,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1978,11,6750,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1979,12,6850,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1980,13,7500,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1981,14,7600,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1982,15,8250,31,90,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
1983,16,8350,31,0,10,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first"
2120,1,3000,34,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2121,2,3100,34,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2122,3,3750,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2123,4,3850,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2124,5,4500,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2125,6,4600,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2126,7,5250,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2127,8,5350,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2128,9,6000,34,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2129,10,6100,34,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2130,11,6750,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2131,12,6850,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2132,13,7500,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2133,14,7600,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2134,15,8250,31,90,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2135,16,8350,31,0,10,2,1,2,7,"dynamics","teaching","7_t_stim_d.png","teaching-first"
2270,1,3000,34,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2271,2,3100,34,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2272,3,3750,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2273,4,3850,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2274,5,4500,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2275,6,4600,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2276,7,5250,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2277,8,5350,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2278,9,6000,34,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2279,10,6100,34,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2280,11,6750,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2281,12,6850,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2282,13,7500,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2283,14,7600,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2284,15,8250,31,90,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2285,16,8350,31,0,10,2,1,2,8,"dynamics","teaching","8_t_stim_d.png","teaching-first"
2422,1,3000,34,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2423,2,3100,34,0,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2424,3,3750,31,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2425,4,3850,31,0,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2426,5,4500,31,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2427,6,4600,31,0,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2428,7,5250,31,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2429,8,5350,31,0,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2430,9,6000,34,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2431,10,6100,34,0,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
2432,11,6750,31,90,10,0,1,3,1,"articulation","performing","1_p_stim_a.png","teaching-first"
