"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Order"
21613,4,3850,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21614,5,4500,31,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21615,6,4600,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21616,7,5250,31,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21617,8,5350,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21618,9,6000,34,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21619,10,6100,34,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21620,11,6750,31,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21621,12,6850,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21622,13,7500,31,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21623,14,7600,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21624,15,8250,31,90,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21625,16,8350,31,0,10,2,5,3,7,"articulation","performing","7_p_stim_a.png","teaching-first"
21760,1,3000,34,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21761,2,3100,34,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21762,3,3750,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21763,4,3850,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21764,5,4500,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21765,6,4600,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21766,7,5250,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21767,8,5350,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21768,9,6000,34,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21769,10,6100,34,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21770,11,6750,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21771,12,6850,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21772,13,7500,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21773,14,7600,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21774,15,8250,31,90,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21775,16,8350,31,0,10,2,5,3,8,"articulation","performing","8_p_stim_a.png","teaching-first"
21910,1,3000,34,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21911,2,3100,34,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21912,3,3750,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21913,4,3850,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21914,5,4500,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21915,6,4600,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21916,7,5250,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21917,8,5350,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21918,9,6000,34,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21919,10,6100,34,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21920,11,6750,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21921,12,6850,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21922,13,7500,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21923,14,7600,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21924,15,8250,31,90,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
21925,16,8350,31,0,10,0,5,4,1,"dynamics","performing","1_p_stim_d.png","teaching-first"
22060,1,3000,34,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22061,2,3100,34,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22062,3,3750,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22063,4,3850,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22064,5,4500,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22065,6,4600,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22066,7,5250,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22067,8,5350,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22068,9,6000,34,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22069,10,6100,34,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22070,11,6750,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22071,12,6850,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22072,13,7500,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22073,14,7600,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22074,15,8250,31,90,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22075,16,8350,31,0,10,2,5,4,2,"dynamics","performing","2_p_stim_d.png","teaching-first"
22212,1,3000,34,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22213,2,3100,34,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22214,3,3750,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22215,4,3850,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22216,5,4500,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22217,6,4600,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22218,7,5250,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22219,8,5350,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22220,9,6000,34,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22221,10,6100,34,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22222,11,6750,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22223,12,6850,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22224,13,7500,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22225,14,7600,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22226,15,8250,31,90,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22227,16,8350,31,0,10,2,5,4,3,"dynamics","performing","3_p_stim_d.png","teaching-first"
22360,1,3000,34,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22361,2,3100,34,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22362,3,3750,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22363,4,3850,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22364,5,4500,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22365,6,4600,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22366,7,5250,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22367,8,5350,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22368,9,6000,34,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22369,10,6100,34,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22370,11,6750,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22371,12,6850,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22372,13,7500,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22373,14,7600,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22374,15,8250,31,90,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22375,16,8350,31,0,10,2,5,4,4,"dynamics","performing","4_p_stim_d.png","teaching-first"
22510,1,3000,34,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22511,2,3100,34,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22512,3,3750,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22513,4,3850,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22514,5,4500,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22515,6,4600,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22516,7,5250,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22517,8,5350,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22518,9,6000,34,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22519,10,6100,34,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22520,11,6750,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22521,12,6850,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22522,13,7500,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22523,14,7600,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22524,15,8250,31,90,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22525,16,8350,31,0,10,2,5,4,5,"dynamics","performing","5_p_stim_d.png","teaching-first"
22662,1,3000,34,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22663,2,3100,34,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22664,3,3750,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22665,4,3850,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22666,5,4500,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22667,6,4600,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22668,7,5250,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22669,8,5350,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22670,9,6000,34,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22671,10,6100,34,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22672,11,6750,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22673,12,6850,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22674,13,7500,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22675,14,7600,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22676,15,8250,31,90,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22677,16,8350,31,0,10,2,5,4,6,"dynamics","performing","6_p_stim_d.png","teaching-first"
22812,1,3000,34,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22813,2,3100,34,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22814,3,3750,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22815,4,3850,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22816,5,4500,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22817,6,4600,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22818,7,5250,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22819,8,5350,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22820,9,6000,34,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22821,10,6100,34,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22822,11,6750,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22823,12,6850,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22824,13,7500,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22825,14,7600,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22826,15,8250,31,90,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22827,16,8350,31,0,10,2,5,4,7,"dynamics","performing","7_p_stim_d.png","teaching-first"
22962,1,3000,34,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22963,2,3100,34,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22964,3,3750,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22965,4,3850,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22966,5,4500,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22967,6,4600,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22968,7,5250,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22969,8,5350,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22970,9,6000,34,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22971,10,6100,34,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22972,11,6750,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22973,12,6850,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22974,13,7500,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22975,14,7600,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22976,15,8250,31,90,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
22977,16,8350,31,0,10,2,5,4,8,"dynamics","performing","8_p_stim_d.png","teaching-first"
23114,1,3000,34,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23115,2,3100,34,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23116,3,3750,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23117,4,3850,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23118,5,4500,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23119,6,4600,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23120,7,5250,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23121,8,5350,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23122,9,6000,34,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23123,10,6100,34,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23124,11,6750,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23125,12,6850,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23126,13,7500,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23127,14,7600,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23128,15,8250,31,90,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23129,16,8350,31,0,10,0,6,1,1,"articulation","performing","1_p_stim_a.png","performing-first"
23264,1,3000,34,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23265,2,3100,34,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23266,3,3750,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23267,4,3850,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23268,5,4500,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23269,6,4600,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23270,7,5250,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23271,8,5350,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23272,9,6000,34,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23273,10,6100,34,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23274,11,6750,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23275,12,6850,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23276,13,7500,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23277,14,7600,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23278,15,8250,31,90,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23279,16,8350,31,0,10,2,6,1,2,"articulation","performing","2_p_stim_a.png","performing-first"
23414,1,3000,34,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23415,2,3100,34,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23416,3,3750,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23417,4,3850,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23418,5,4500,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23419,6,4600,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23420,7,5250,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23421,8,5350,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23422,9,6000,34,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23423,10,6100,34,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23424,11,6750,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23425,12,6850,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23426,13,7500,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23427,14,7600,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23428,15,8250,31,90,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23429,16,8350,31,0,10,2,6,1,3,"articulation","performing","3_p_stim_a.png","performing-first"
23564,1,3000,34,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23565,2,3100,34,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23566,3,3750,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23567,4,3850,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23568,5,4500,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23569,6,4600,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23570,7,5250,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23571,8,5350,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23572,9,6000,34,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23573,10,6100,34,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23574,11,6750,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23575,12,6850,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23576,13,7500,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23577,14,7600,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23578,15,8250,31,90,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23579,16,8350,31,0,10,2,6,1,4,"articulation","performing","4_p_stim_a.png","performing-first"
23714,1,3000,34,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23715,2,3100,34,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23716,3,3750,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23717,4,3850,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23718,5,4500,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23719,6,4600,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23720,7,5250,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23721,8,5350,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23722,9,6000,34,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23723,10,6100,34,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23724,11,6750,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23725,12,6850,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23726,13,7500,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23727,14,7600,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23728,15,8250,31,90,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23729,16,8350,31,0,10,2,6,1,5,"articulation","performing","5_p_stim_a.png","performing-first"
23864,1,3000,34,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23865,2,3100,34,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23866,3,3750,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23867,4,3850,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23868,5,4500,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23869,6,4600,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23870,7,5250,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23871,8,5350,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23872,9,6000,34,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23873,10,6100,34,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23874,11,6750,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23875,12,6850,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23876,13,7500,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23877,14,7600,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23878,15,8250,31,90,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
23879,16,8350,31,0,10,2,6,1,6,"articulation","performing","6_p_stim_a.png","performing-first"
24014,1,3000,34,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24015,2,3100,34,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24016,3,3750,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24017,4,3850,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24018,5,4500,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24019,6,4600,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24020,7,5250,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24021,8,5350,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24022,9,6000,34,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24023,10,6100,34,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24024,11,6750,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24025,12,6850,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24026,13,7500,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24027,14,7600,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24028,15,8250,31,90,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24029,16,8350,31,0,10,2,6,1,7,"articulation","performing","7_p_stim_a.png","performing-first"
24164,1,3000,34,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24165,2,3100,34,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24166,3,3750,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24167,4,3850,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24168,5,4500,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24169,6,4600,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24170,7,5250,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24171,8,5350,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24172,9,6000,34,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24173,10,6100,34,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24174,11,6750,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24175,12,6850,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24176,13,7500,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24177,14,7600,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24178,15,8250,31,90,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24179,16,8350,31,0,10,2,6,1,8,"articulation","performing","8_p_stim_a.png","performing-first"
24314,1,3000,34,90,10,0,6,2,1,"dynamics","performing","1_p_stim_d.png","performing-first"
24315,2,3100,34,0,10,0,6,2,1,"dynamics","performing","1_p_stim_d.png","performing-first"
24316,3,3750,31,90,10,0,6,2,1,"dynamics","performing","1_p_stim_d.png","performing-first"
24317,4,3850,31,0,10,0,6,2,1,"dynamics","performing","1_p_stim_d.png","performing-first"
24318,5,4500,31,90,10,0,6,2,1,"dynamics","performing","1_p_stim_d.png","performing-first"
