"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Order","Error"
167,17,9079,60,45,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
168,18,9472,62,62,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
169,19,9528,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
170,20,9881,64,65,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
171,21,9942,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
172,22,10273,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
173,23,10277,65,62,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
174,24,10624,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
175,25,10627,67,65,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
176,26,10958,65,66,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
177,27,10970,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
178,28,11345,64,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
179,29,11351,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
180,30,11695,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
181,31,11717,62,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
182,32,12056,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
183,33,12081,60,62,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
184,34,12174,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
185,35,12483,62,70,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
186,36,12567,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
187,37,12875,64,42,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
188,38,12933,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
189,39,13262,65,41,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
190,40,13331,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
191,41,13645,67,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
192,42,13696,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
193,43,14018,65,71,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
194,44,14071,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
195,45,14404,64,64,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
196,46,14464,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
197,47,14806,62,62,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
198,48,14861,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
199,49,15269,60,53,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
200,50,15660,62,57,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
201,51,15664,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
202,52,16036,64,58,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
203,53,16070,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
204,54,16375,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
205,55,16388,65,57,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
206,56,16736,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
207,57,16750,67,63,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
208,58,17112,65,61,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
209,59,17146,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
210,60,17517,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
211,61,17520,64,58,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
212,62,17917,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
213,63,17939,62,53,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
214,64,18309,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
215,65,18313,60,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
216,66,18392,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
217,67,18693,62,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
218,68,18751,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
219,69,19046,64,52,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
220,70,19122,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
221,71,19397,65,57,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
222,72,19459,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
223,73,19777,67,65,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
224,74,19836,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
225,75,20132,65,55,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
226,76,20196,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
227,77,20523,64,36,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
228,78,20595,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
229,79,20943,62,28,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
230,80,21016,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
231,81,21369,60,54,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
232,82,27226,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
233,83,27565,67,63,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
234,84,27881,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
235,85,27926,65,65,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
236,86,28028,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
237,87,28284,64,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
238,88,28372,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
239,89,28656,62,56,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
240,90,28718,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
241,91,29020,60,58,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
242,92,29115,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
243,93,29381,62,64,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
244,94,29452,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
245,95,29744,64,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
246,96,29837,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
247,97,30135,65,54,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
248,98,30223,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
249,99,30557,67,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
250,100,30887,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
251,101,30899,65,58,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
252,102,31218,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
253,103,31242,64,53,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
254,104,31652,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
255,105,31662,62,56,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
256,106,32021,60,54,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
257,107,32043,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
258,108,32413,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
259,109,32420,62,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
260,110,32784,64,56,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
261,111,32825,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
262,112,33145,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
263,113,33167,65,54,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
264,114,33479,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
265,115,33503,67,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
266,116,33563,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
267,117,33877,65,54,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
268,118,33956,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
269,119,34246,64,59,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
270,120,34300,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
271,121,34660,62,45,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
272,122,34728,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
273,123,35085,60,56,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
274,124,35157,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
275,125,35490,62,66,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
276,126,35549,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
277,127,36168,64,74,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
278,128,36258,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
279,129,36621,65,46,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
280,130,36704,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
281,131,37018,67,62,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
282,132,37353,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
283,133,37375,65,60,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
284,134,37744,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
285,135,37767,64,57,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
286,136,38154,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
287,137,38179,62,49,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
288,138,38546,60,55,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
289,139,38547,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
290,140,38933,62,56,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
291,141,38934,60,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
292,142,39315,64,55,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
293,143,39344,62,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
294,144,39654,64,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
295,145,39681,65,53,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
296,146,40132,65,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
297,147,40145,67,57,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
298,148,42727,67,64,0,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
299,149,42845,60,55,1,2,1,1,2,"articulation","teaching","2_t_stim_a.png","teaching-first",1
316,17,9060,60,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
317,18,9449,62,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
318,19,9467,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
319,20,9820,64,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
320,21,9878,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
321,22,10199,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
322,23,10208,65,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
323,24,10566,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
324,25,10569,67,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
325,26,10909,65,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
326,27,10932,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
327,28,11261,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
328,29,11274,64,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
329,30,11652,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
330,31,11677,62,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
331,32,11980,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
332,33,12077,60,64,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
333,34,12194,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
334,35,12433,62,76,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
335,36,12527,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
336,37,12784,64,63,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
337,38,12878,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
338,39,13162,65,64,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
339,40,13262,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
340,41,13551,67,63,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
341,42,13642,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
342,43,13994,65,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
343,44,14049,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
344,45,14388,64,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
345,46,14447,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
346,47,14827,62,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
347,48,14881,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
348,49,15276,60,56,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
349,50,15650,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
350,51,15654,62,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
351,52,16028,64,56,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
352,53,16082,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
353,54,16415,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
354,55,16421,65,63,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
355,56,16817,67,65,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
356,57,16847,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
357,58,17202,65,63,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
358,59,17208,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
359,60,17583,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
360,61,17596,64,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
361,62,17972,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
362,63,17975,62,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
363,64,18442,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
364,65,18444,60,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
365,66,18533,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
366,67,18865,62,69,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
367,68,18931,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
368,69,19599,64,38,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
369,70,19622,65,47,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
370,71,19668,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
371,72,19711,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
372,73,19986,65,63,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
373,74,20043,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
374,75,20377,67,65,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
375,76,20470,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
376,77,20778,65,66,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
377,78,20825,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
378,79,21169,64,54,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
379,80,21244,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
380,81,21567,62,52,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
381,82,21634,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
382,83,21968,60,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
383,84,26756,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
384,85,27161,67,68,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
385,86,27231,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
386,87,27548,65,62,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
387,88,27600,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
388,89,27931,64,68,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
389,90,28003,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
390,91,28312,62,59,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
391,92,28381,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
392,93,28716,60,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
393,94,28828,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
394,95,29106,62,64,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
395,96,29211,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
396,97,29472,64,62,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
397,98,29585,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
398,99,29876,65,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
399,100,29977,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
400,101,30272,67,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
401,102,30649,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
402,103,30662,65,56,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
403,104,31034,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
404,105,31090,64,48,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
405,106,31418,62,62,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
406,107,31441,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
407,108,31823,60,59,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
408,109,31851,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
409,110,32235,62,62,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
410,111,32241,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
411,112,32629,64,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
412,113,32692,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
413,114,33018,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
414,115,33030,65,66,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
415,116,33424,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
416,117,33457,67,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
417,118,33594,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
418,119,33874,65,65,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
419,120,33944,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
420,121,34278,64,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
421,122,34355,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
422,123,34700,62,50,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
423,124,34780,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
424,125,35128,60,53,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
425,126,35204,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
426,127,35544,62,59,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
427,128,35644,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
428,129,35946,64,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
429,130,36058,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
430,131,36388,65,54,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
431,132,36485,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
432,133,36814,67,55,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
433,134,37232,65,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
434,135,37239,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
435,136,37658,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
436,137,37675,64,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
437,138,38073,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
438,139,38080,62,58,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
439,140,38487,60,55,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
440,141,38500,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
441,142,38898,62,57,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
442,143,38899,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
443,144,39318,64,55,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
444,145,39381,62,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
445,146,39705,64,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
446,147,39722,65,61,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
447,148,40180,65,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
448,149,40181,67,60,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
449,150,42372,60,53,1,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
450,151,42420,67,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
451,152,46039,60,64,0,2,1,1,3,"articulation","teaching","3_t_stim_a.png","teaching-first",1
1984,17,9120,60,60,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1985,18,9153,62,47,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1986,19,9213,62,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1987,20,9333,62,45,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1988,21,9378,60,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1989,22,9638,64,77,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1990,23,9694,62,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1991,24,9894,65,80,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1992,25,9928,64,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1993,26,10151,67,89,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1994,27,10291,65,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1995,28,10355,65,61,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1996,29,10390,67,64,0,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
1997,30,10505,64,73,1,2,1,2,6,"dynamics","teaching","6_t_stim_d.png","teaching-first",1
