"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","IOI","normIOI","Interval","Subcomponent","Grouping"
30,75,16867,77,68,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",285,0.95,29,"Staccato","performing-articulation"
31,77,17141,76,59,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",274,0.913333333333333,30,"Staccato","performing-articulation"
32,79,17392,76,75,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",251,0.836666666666667,31,"Staccato","performing-articulation"
37,89,20152,76,60,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",252,0.84,36,"Staccato","performing-articulation"
38,91,20433,76,57,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",281,0.936666666666667,37,"Staccato","performing-articulation"
39,93,20695,76,60,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",262,0.873333333333333,38,"Staccato","performing-articulation"
40,95,20973,81,63,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",278,0.926666666666667,39,"StoL","performing-articulation"
41,97,21264,77,56,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",291,0.97,40,"Legato","performing-articulation"
42,98,21523,76,66,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",259,0.863333333333333,41,"Legato","performing-articulation"
43,100,21802,74,69,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",279,0.93,42,"Legato","performing-articulation"
44,102,22085,76,63,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",283,0.943333333333333,43,"Legato","performing-articulation"
45,104,22343,79,60,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",258,0.86,44,"Legato","performing-articulation"
46,106,22624,74,66,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",281,0.936666666666667,45,"Legato","performing-articulation"
47,109,22891,71,71,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",267,0.89,46,"Legato","performing-articulation"
48,111,23158,72,72,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",267,0.89,47,"LtoS","performing-articulation"
49,113,23423,72,66,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",265,0.883333333333333,48,"Staccato","performing-articulation"
50,115,23701,74,50,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",278,0.926666666666667,49,"Staccato","performing-articulation"
51,117,23964,74,70,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",263,0.876666666666667,50,"Staccato","performing-articulation"
54,123,25691,65,67,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",286,0.953333333333333,53,"Staccato","performing-articulation"
55,125,25952,64,62,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",261,0.87,54,"Staccato","performing-articulation"
56,127,26225,64,65,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",273,0.91,55,"Staccato","performing-articulation"
59,133,27886,67,58,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",259,0.863333333333333,58,"Staccato","performing-articulation"
60,135,28157,71,65,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",271,0.903333333333333,59,"Staccato","performing-articulation"
61,137,28427,71,68,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",270,0.9,60,"Staccato","performing-articulation"
62,139,28690,72,74,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",263,0.876666666666667,61,"Staccato","performing-articulation"
63,141,28954,72,76,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",264,0.88,62,"Staccato","performing-articulation"
64,143,29218,73,77,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",264,0.88,63,"Staccato","performing-articulation"
65,145,29486,73,72,1,2,300,10,1,8,"articulation","performing","8_p_stim_a.png",268,0.893333333333333,64,"Staccato","performing-articulation"
2,18,8159,78,87,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",307,1.02333333333333,1,"Legato","performing-articulation"
3,20,8435,79,91,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",276,0.92,2,"Legato","performing-articulation"
4,22,8722,76,89,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",287,0.956666666666667,3,"Legato","performing-articulation"
5,24,9016,72,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",294,0.98,4,"Legato","performing-articulation"
6,26,9294,67,68,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",278,0.926666666666667,5,"LtoS","performing-articulation"
7,29,9577,67,74,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",283,0.943333333333333,6,"Staccato","performing-articulation"
8,31,9882,67,64,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",305,1.01666666666667,7,"Staccato","performing-articulation"
9,33,10162,79,88,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",280,0.933333333333333,8,"StoL","performing-articulation"
10,34,10443,78,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",281,0.936666666666667,9,"Legato","performing-articulation"
11,36,10737,79,90,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",294,0.98,10,"Legato","performing-articulation"
12,38,11024,76,91,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",287,0.956666666666667,11,"Legato","performing-articulation"
13,41,11313,72,88,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",289,0.963333333333333,12,"Legato","performing-articulation"
14,42,11589,76,93,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",276,0.92,13,"Legato","performing-articulation"
15,44,11888,79,93,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",299,0.996666666666667,14,"Legato","performing-articulation"
16,46,12183,84,101,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",295,0.983333333333333,15,"Legato","performing-articulation"
17,48,12467,83,79,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",284,0.946666666666667,16,"Legato","performing-articulation"
18,51,12759,81,79,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",292,0.973333333333333,17,"LtoS","performing-articulation"
19,53,13052,81,73,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",293,0.976666666666667,18,"Staccato","performing-articulation"
20,55,13330,81,80,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",278,0.926666666666667,19,"Staccato","performing-articulation"
21,57,13616,83,89,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",286,0.953333333333333,20,"StoL","performing-articulation"
22,58,13909,81,95,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",293,0.976666666666667,21,"Legato","performing-articulation"
23,60,14188,84,98,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",279,0.93,22,"Legato","performing-articulation"
24,62,14486,81,99,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",298,0.993333333333333,23,"Legato","performing-articulation"
25,64,14778,78,86,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",292,0.973333333333333,24,"Legato","performing-articulation"
30,75,17482,77,79,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",301,1.00333333333333,29,"Staccato","performing-articulation"
31,77,17748,76,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",266,0.886666666666667,30,"Staccato","performing-articulation"
32,79,18039,76,78,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",291,0.97,31,"Staccato","performing-articulation"
37,89,20964,76,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",280,0.933333333333333,36,"Staccato","performing-articulation"
38,91,21243,76,80,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",279,0.93,37,"Staccato","performing-articulation"
39,93,21520,76,82,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",277,0.923333333333333,38,"Staccato","performing-articulation"
40,95,21832,81,88,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",312,1.04,39,"StoL","performing-articulation"
41,96,22134,77,87,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",302,1.00666666666667,40,"Legato","performing-articulation"
42,98,22415,76,85,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",281,0.936666666666667,41,"Legato","performing-articulation"
43,100,22695,74,88,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",280,0.933333333333333,42,"Legato","performing-articulation"
44,102,22975,76,88,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",280,0.933333333333333,43,"Legato","performing-articulation"
45,104,23254,79,96,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",279,0.93,44,"Legato","performing-articulation"
46,106,23538,74,97,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",284,0.946666666666667,45,"Legato","performing-articulation"
47,108,23832,71,75,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",294,0.98,46,"Legato","performing-articulation"
48,111,24120,72,69,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",288,0.96,47,"LtoS","performing-articulation"
49,113,24407,72,67,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",287,0.956666666666667,48,"Staccato","performing-articulation"
50,115,24688,74,69,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",281,0.936666666666667,49,"Staccato","performing-articulation"
51,117,24979,74,70,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",291,0.97,50,"Staccato","performing-articulation"
54,123,26735,65,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",301,1.00333333333333,53,"Staccato","performing-articulation"
55,125,27010,64,78,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",275,0.916666666666667,54,"Staccato","performing-articulation"
56,127,27300,64,76,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",290,0.966666666666667,55,"Staccato","performing-articulation"
59,133,29094,67,76,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",299,0.996666666666667,58,"Staccato","performing-articulation"
60,135,29401,71,86,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",307,1.02333333333333,59,"Staccato","performing-articulation"
61,137,29673,71,81,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",272,0.906666666666667,60,"Staccato","performing-articulation"
62,139,29946,72,87,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",273,0.91,61,"Staccato","performing-articulation"
63,141,30245,72,87,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",299,0.996666666666667,62,"Staccato","performing-articulation"
64,143,30513,73,96,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",268,0.893333333333333,63,"Staccato","performing-articulation"
65,145,30806,73,100,1,2,300,11,4,1,"articulation","performing","1_p_stim_a.png",293,0.976666666666667,64,"Staccato","performing-articulation"
2,18,8108,78,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,1,"Legato","performing-articulation"
3,20,8402,79,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,2,"Legato","performing-articulation"
4,22,8682,76,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",280,0.933333333333333,3,"Legato","performing-articulation"
5,24,8980,72,83,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",298,0.993333333333333,4,"Legato","performing-articulation"
6,26,9274,67,67,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,5,"LtoS","performing-articulation"
7,29,9553,67,69,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",279,0.93,6,"Staccato","performing-articulation"
8,31,9828,67,71,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",275,0.916666666666667,7,"Staccato","performing-articulation"
9,33,10108,79,87,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",280,0.933333333333333,8,"StoL","performing-articulation"
10,35,10404,78,86,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",296,0.986666666666667,9,"Legato","performing-articulation"
11,36,10688,79,88,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",284,0.946666666666667,10,"Legato","performing-articulation"
12,38,10971,76,88,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",283,0.943333333333333,11,"Legato","performing-articulation"
13,41,11266,72,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",295,0.983333333333333,12,"Legato","performing-articulation"
14,42,11536,76,93,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",270,0.9,13,"Legato","performing-articulation"
15,44,11830,79,94,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,14,"Legato","performing-articulation"
16,46,12114,84,97,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",284,0.946666666666667,15,"Legato","performing-articulation"
17,48,12386,83,84,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",272,0.906666666666667,16,"Legato","performing-articulation"
18,51,12684,81,88,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",298,0.993333333333333,17,"LtoS","performing-articulation"
19,53,12970,81,83,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",286,0.953333333333333,18,"Staccato","performing-articulation"
20,55,13254,81,81,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",284,0.946666666666667,19,"Staccato","performing-articulation"
21,57,13545,83,81,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",291,0.97,20,"StoL","performing-articulation"
22,58,13839,81,86,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,21,"Legato","performing-articulation"
23,60,14113,84,97,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",274,0.913333333333333,22,"Legato","performing-articulation"
24,62,14411,81,96,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",298,0.993333333333333,23,"Legato","performing-articulation"
25,64,14700,78,89,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",289,0.963333333333333,24,"Legato","performing-articulation"
30,75,17325,77,79,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",309,1.03,29,"Staccato","performing-articulation"
31,77,17596,76,78,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",271,0.903333333333333,30,"Staccato","performing-articulation"
32,79,17888,76,78,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",292,0.973333333333333,31,"Staccato","performing-articulation"
37,89,20826,76,70,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",302,1.00666666666667,36,"Staccato","performing-articulation"
38,91,21111,76,70,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",285,0.95,37,"Staccato","performing-articulation"
39,93,21402,76,77,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",291,0.97,38,"Staccato","performing-articulation"
40,95,21700,81,84,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",298,0.993333333333333,39,"StoL","performing-articulation"
41,96,22000,77,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",300,1,40,"Legato","performing-articulation"
42,98,22274,76,89,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",274,0.913333333333333,41,"Legato","performing-articulation"
43,100,22554,74,88,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",280,0.933333333333333,42,"Legato","performing-articulation"
44,102,22826,76,88,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",272,0.906666666666667,43,"Legato","performing-articulation"
45,104,23109,79,96,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",283,0.943333333333333,44,"Legato","performing-articulation"
46,106,23387,74,87,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",278,0.926666666666667,45,"Legato","performing-articulation"
47,109,23672,71,71,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",285,0.95,46,"Legato","performing-articulation"
48,111,23948,72,68,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",276,0.92,47,"LtoS","performing-articulation"
49,113,24229,72,67,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",281,0.936666666666667,48,"Staccato","performing-articulation"
50,115,24501,74,68,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",272,0.906666666666667,49,"Staccato","performing-articulation"
51,117,24784,74,66,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",283,0.943333333333333,50,"Staccato","performing-articulation"
54,123,26521,65,73,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",294,0.98,53,"Staccato","performing-articulation"
55,125,26793,64,76,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",272,0.906666666666667,54,"Staccato","performing-articulation"
56,127,27090,64,72,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",297,0.99,55,"Staccato","performing-articulation"
59,133,28890,67,75,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",279,0.93,58,"Staccato","performing-articulation"
60,135,29166,71,71,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",276,0.92,59,"Staccato","performing-articulation"
61,137,29456,71,81,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",290,0.966666666666667,60,"Staccato","performing-articulation"
62,139,29740,72,80,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",284,0.946666666666667,61,"Staccato","performing-articulation"
63,141,30026,72,81,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",286,0.953333333333333,62,"Staccato","performing-articulation"
64,143,30316,73,95,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",290,0.966666666666667,63,"Staccato","performing-articulation"
65,145,30590,73,91,1,2,300,11,4,2,"articulation","performing","2_p_stim_a.png",274,0.913333333333333,64,"Staccato","performing-articulation"
2,18,8102,78,94,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",294,0.98,1,"Legato","performing-articulation"
3,20,8397,79,100,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",295,0.983333333333333,2,"Legato","performing-articulation"
4,22,8698,76,87,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",301,1.00333333333333,3,"Legato","performing-articulation"
5,24,8980,72,81,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",282,0.94,4,"Legato","performing-articulation"
6,26,9253,67,70,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",273,0.91,5,"LtoS","performing-articulation"
7,29,9538,67,72,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",285,0.95,6,"Staccato","performing-articulation"
8,31,9820,67,72,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",282,0.94,7,"Staccato","performing-articulation"
9,33,10097,79,78,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",277,0.923333333333333,8,"StoL","performing-articulation"
10,34,10375,78,87,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",278,0.926666666666667,9,"Legato","performing-articulation"
11,36,10651,79,94,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",276,0.92,10,"Legato","performing-articulation"
12,38,10933,76,89,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",282,0.94,11,"Legato","performing-articulation"
13,41,11228,72,90,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",295,0.983333333333333,12,"Legato","performing-articulation"
14,42,11504,76,91,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",276,0.92,13,"Legato","performing-articulation"
15,44,11784,79,94,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",280,0.933333333333333,14,"Legato","performing-articulation"
16,47,12060,84,98,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",276,0.92,15,"Legato","performing-articulation"
17,48,12338,83,91,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",278,0.926666666666667,16,"Legato","performing-articulation"
18,51,12634,81,79,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",296,0.986666666666667,17,"LtoS","performing-articulation"
19,53,12913,81,74,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",279,0.93,18,"Staccato","performing-articulation"
20,55,13196,81,81,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",283,0.943333333333333,19,"Staccato","performing-articulation"
21,57,13484,83,87,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",288,0.96,20,"StoL","performing-articulation"
22,58,13771,81,91,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",287,0.956666666666667,21,"Legato","performing-articulation"
23,60,14048,84,101,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",277,0.923333333333333,22,"Legato","performing-articulation"
24,62,14341,81,100,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",293,0.976666666666667,23,"Legato","performing-articulation"
25,64,14624,78,82,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",283,0.943333333333333,24,"Legato","performing-articulation"
30,75,17285,77,79,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",309,1.03,29,"Staccato","performing-articulation"
31,77,17551,76,81,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",266,0.886666666666667,30,"Staccato","performing-articulation"
32,79,17839,76,76,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",288,0.96,31,"Staccato","performing-articulation"
37,89,20794,76,70,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",287,0.956666666666667,36,"Staccato","performing-articulation"
38,91,21082,76,75,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",288,0.96,37,"Staccato","performing-articulation"
39,93,21367,76,81,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",285,0.95,38,"Staccato","performing-articulation"
40,95,21681,81,83,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",314,1.04666666666667,39,"StoL","performing-articulation"
41,96,21964,77,87,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",283,0.943333333333333,40,"Legato","performing-articulation"
42,98,22236,76,91,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",272,0.906666666666667,41,"Legato","performing-articulation"
43,100,22509,74,89,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",273,0.91,42,"Legato","performing-articulation"
44,102,22780,76,90,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",271,0.903333333333333,43,"Legato","performing-articulation"
45,104,23052,79,94,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",272,0.906666666666667,44,"Legato","performing-articulation"
46,106,23324,74,88,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",272,0.906666666666667,45,"Legato","performing-articulation"
47,109,23606,71,74,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",282,0.94,46,"Legato","performing-articulation"
48,111,23885,72,65,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",279,0.93,47,"LtoS","performing-articulation"
49,113,24158,72,74,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",273,0.91,48,"Staccato","performing-articulation"
50,115,24427,74,75,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",269,0.896666666666667,49,"Staccato","performing-articulation"
51,117,24726,74,75,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",299,0.996666666666667,50,"Staccato","performing-articulation"
54,123,26543,65,79,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",301,1.00333333333333,53,"Staccato","performing-articulation"
55,125,26809,64,78,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",266,0.886666666666667,54,"Staccato","performing-articulation"
56,127,27093,64,76,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",284,0.946666666666667,55,"Staccato","performing-articulation"
59,133,28875,67,74,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",291,0.97,58,"Staccato","performing-articulation"
60,135,29145,71,71,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",270,0.9,59,"Staccato","performing-articulation"
61,137,29436,71,85,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",291,0.97,60,"Staccato","performing-articulation"
62,139,29711,72,86,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",275,0.916666666666667,61,"Staccato","performing-articulation"
63,141,29982,72,84,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",271,0.903333333333333,62,"Staccato","performing-articulation"
64,143,30264,73,93,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",282,0.94,63,"Staccato","performing-articulation"
65,145,30544,73,91,1,2,300,11,4,3,"articulation","performing","3_p_stim_a.png",280,0.933333333333333,64,"Staccato","performing-articulation"
2,18,8132,78,91,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",294,0.98,1,"Legato","performing-articulation"
3,20,8413,79,98,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",281,0.936666666666667,2,"Legato","performing-articulation"
4,22,8708,76,88,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",295,0.983333333333333,3,"Legato","performing-articulation"
5,24,8990,72,80,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",282,0.94,4,"Legato","performing-articulation"
6,26,9279,67,71,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",289,0.963333333333333,5,"LtoS","performing-articulation"
7,29,9554,67,70,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",275,0.916666666666667,6,"Staccato","performing-articulation"
8,31,9837,67,72,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",283,0.943333333333333,7,"Staccato","performing-articulation"
9,33,10111,79,81,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",274,0.913333333333333,8,"StoL","performing-articulation"
10,34,10398,78,89,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",287,0.956666666666667,9,"Legato","performing-articulation"
11,36,10680,79,91,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",282,0.94,10,"Legato","performing-articulation"
12,38,10958,76,90,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",278,0.926666666666667,11,"Legato","performing-articulation"
13,41,11252,72,91,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",294,0.98,12,"Legato","performing-articulation"
14,42,11535,76,90,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",283,0.943333333333333,13,"Legato","performing-articulation"
15,44,11822,79,91,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",287,0.956666666666667,14,"Legato","performing-articulation"
16,47,12105,84,96,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",283,0.943333333333333,15,"Legato","performing-articulation"
17,48,12397,83,78,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",292,0.973333333333333,16,"Legato","performing-articulation"
18,51,12703,81,71,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",306,1.02,17,"LtoS","performing-articulation"
19,53,12967,81,79,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",264,0.88,18,"Staccato","performing-articulation"
20,55,13262,81,76,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",295,0.983333333333333,19,"Staccato","performing-articulation"
21,57,13557,83,74,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",295,0.983333333333333,20,"StoL","performing-articulation"
22,58,13833,81,85,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",276,0.92,21,"Legato","performing-articulation"
23,60,14116,84,94,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",283,0.943333333333333,22,"Legato","performing-articulation"
24,62,14419,81,97,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",303,1.01,23,"Legato","performing-articulation"
25,64,14710,78,83,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",291,0.97,24,"Legato","performing-articulation"
30,75,17427,77,67,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",296,0.986666666666667,29,"Staccato","performing-articulation"
31,77,17711,76,66,1,2,300,11,4,4,"articulation","performing","4_p_stim_a.png",284,0.946666666666667,30,"Staccato","performing-articulation"
