"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","IOI","normIOI","Interval","Subcomponent","Grouping"
55,125,22487,64,91,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",230,0.92,54,"Staccato","performing-articulation"
56,127,22723,64,93,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",236,0.944,55,"Staccato","performing-articulation"
59,133,24185,67,73,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",229,0.916,58,"Staccato","performing-articulation"
60,135,24417,71,80,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",232,0.928,59,"Staccato","performing-articulation"
61,137,24636,71,82,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",219,0.876,60,"Staccato","performing-articulation"
62,139,24866,72,93,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",230,0.92,61,"Staccato","performing-articulation"
63,141,25096,72,94,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",230,0.92,62,"Staccato","performing-articulation"
64,143,25334,73,101,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",238,0.952,63,"Staccato","performing-articulation"
65,145,25573,73,94,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",239,0.956,64,"Staccato","performing-articulation"
2,18,7290,78,67,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",231,0.924,1,"Legato","performing-articulation"
3,20,7539,79,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",249,0.996,2,"Legato","performing-articulation"
4,22,7774,76,75,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",235,0.94,3,"Legato","performing-articulation"
5,23,8005,72,88,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",231,0.924,4,"Legato","performing-articulation"
6,26,8258,67,74,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",253,1.012,5,"LtoS","performing-articulation"
7,29,8483,67,75,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",225,0.9,6,"Staccato","performing-articulation"
8,31,8716,67,67,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",233,0.932,7,"Staccato","performing-articulation"
9,33,8961,79,58,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",245,0.98,8,"StoL","performing-articulation"
10,34,9182,78,72,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",221,0.884,9,"Legato","performing-articulation"
11,36,9410,79,74,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",228,0.912,10,"Legato","performing-articulation"
12,38,9649,76,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",239,0.956,11,"Legato","performing-articulation"
13,40,9882,72,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",233,0.932,12,"Legato","performing-articulation"
14,42,10122,76,65,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",240,0.96,13,"Legato","performing-articulation"
15,44,10369,79,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",247,0.988,14,"Legato","performing-articulation"
16,46,10596,84,86,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",227,0.908,15,"Legato","performing-articulation"
17,48,10820,83,91,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",224,0.896,16,"Legato","performing-articulation"
18,50,11065,81,76,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",245,0.98,17,"LtoS","performing-articulation"
19,53,11301,81,67,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",236,0.944,18,"Staccato","performing-articulation"
20,55,11520,81,75,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",219,0.876,19,"Staccato","performing-articulation"
21,57,11756,83,71,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",236,0.944,20,"StoL","performing-articulation"
22,58,11997,81,70,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",241,0.964,21,"Legato","performing-articulation"
23,60,12212,84,78,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",215,0.86,22,"Legato","performing-articulation"
24,62,12446,81,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",234,0.936,23,"Legato","performing-articulation"
25,64,12684,78,74,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",238,0.952,24,"Legato","performing-articulation"
30,75,15014,77,76,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",221,0.884,29,"Staccato","performing-articulation"
31,77,15260,76,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",246,0.984,30,"Staccato","performing-articulation"
32,79,15492,76,84,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",232,0.928,31,"Staccato","performing-articulation"
37,89,18024,76,62,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",227,0.908,36,"Staccato","performing-articulation"
38,91,18254,76,63,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",230,0.92,37,"Staccato","performing-articulation"
39,93,18484,76,70,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",230,0.92,38,"Staccato","performing-articulation"
40,95,18743,81,70,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",259,1.036,39,"StoL","performing-articulation"
41,96,18975,77,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",232,0.928,40,"Legato","performing-articulation"
42,97,19211,76,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",236,0.944,41,"Legato","performing-articulation"
43,100,19451,74,89,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",240,0.96,42,"Legato","performing-articulation"
44,102,19693,76,80,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",242,0.968,43,"Legato","performing-articulation"
45,104,19940,79,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",247,0.988,44,"Legato","performing-articulation"
46,106,20169,74,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",229,0.916,45,"Legato","performing-articulation"
47,108,20406,71,90,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",237,0.948,46,"Legato","performing-articulation"
48,110,20631,72,83,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",225,0.9,47,"LtoS","performing-articulation"
49,113,20864,72,91,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",233,0.932,48,"Staccato","performing-articulation"
50,115,21105,74,88,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",241,0.964,49,"Staccato","performing-articulation"
51,117,21347,74,97,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",242,0.968,50,"Staccato","performing-articulation"
54,123,22968,65,103,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",242,0.968,53,"Staccato","performing-articulation"
55,125,23209,64,87,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",241,0.964,54,"Staccato","performing-articulation"
56,127,23435,64,93,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",226,0.904,55,"Staccato","performing-articulation"
59,133,24914,67,71,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",231,0.924,58,"Staccato","performing-articulation"
60,135,25139,71,75,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",225,0.9,59,"Staccato","performing-articulation"
61,137,25375,71,91,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",236,0.944,60,"Staccato","performing-articulation"
62,139,25601,72,96,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",226,0.904,61,"Staccato","performing-articulation"
63,141,25838,72,99,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",237,0.948,62,"Staccato","performing-articulation"
64,143,26067,73,101,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",229,0.916,63,"Staccato","performing-articulation"
65,145,26304,73,103,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",237,0.948,64,"Staccato","performing-articulation"
2,18,7271,78,65,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",245,0.98,1,"Legato","performing-articulation"
3,20,7533,79,75,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",262,1.048,2,"Legato","performing-articulation"
4,22,7764,76,80,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,3,"Legato","performing-articulation"
5,24,8006,72,84,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",242,0.968,4,"Legato","performing-articulation"
6,26,8252,67,78,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",246,0.984,5,"LtoS","performing-articulation"
7,29,8486,67,78,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",234,0.936,6,"Staccato","performing-articulation"
8,31,8719,67,68,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",233,0.932,7,"Staccato","performing-articulation"
9,33,8962,79,64,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",243,0.972,8,"StoL","performing-articulation"
10,34,9194,78,69,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",232,0.928,9,"Legato","performing-articulation"
11,36,9442,79,81,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",248,0.992,10,"Legato","performing-articulation"
12,38,9673,76,80,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,11,"Legato","performing-articulation"
13,40,9912,72,84,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",239,0.956,12,"Legato","performing-articulation"
14,42,10153,76,82,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",241,0.964,13,"Legato","performing-articulation"
15,44,10398,79,83,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",245,0.98,14,"Legato","performing-articulation"
16,46,10635,84,83,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",237,0.948,15,"Legato","performing-articulation"
17,48,10864,83,89,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",229,0.916,16,"Legato","performing-articulation"
18,50,11106,81,79,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",242,0.968,17,"LtoS","performing-articulation"
19,53,11336,81,79,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",230,0.92,18,"Staccato","performing-articulation"
20,55,11561,81,79,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",225,0.9,19,"Staccato","performing-articulation"
21,57,11800,83,71,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",239,0.956,20,"StoL","performing-articulation"
22,58,12040,81,71,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",240,0.96,21,"Legato","performing-articulation"
23,60,12269,84,70,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",229,0.916,22,"Legato","performing-articulation"
24,62,12514,81,78,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",245,0.98,23,"Legato","performing-articulation"
25,63,12746,78,74,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",232,0.928,24,"Legato","performing-articulation"
30,75,15062,77,82,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",240,0.96,29,"Staccato","performing-articulation"
31,77,15299,76,83,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",237,0.948,30,"Staccato","performing-articulation"
32,79,15535,76,88,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",236,0.944,31,"Staccato","performing-articulation"
37,89,18063,76,58,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",243,0.972,36,"Staccato","performing-articulation"
38,91,18294,76,70,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,37,"Staccato","performing-articulation"
39,93,18532,76,80,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",238,0.952,38,"Staccato","performing-articulation"
40,95,18770,81,70,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",238,0.952,39,"StoL","performing-articulation"
41,96,19006,77,68,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",236,0.944,40,"Legato","performing-articulation"
42,97,19240,76,77,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",234,0.936,41,"Legato","performing-articulation"
43,99,19482,74,86,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",242,0.968,42,"Legato","performing-articulation"
44,102,19713,76,84,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,43,"Legato","performing-articulation"
45,104,19955,79,83,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",242,0.968,44,"Legato","performing-articulation"
46,106,20186,74,88,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,45,"Legato","performing-articulation"
47,108,20417,71,82,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,46,"Legato","performing-articulation"
48,110,20642,72,90,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",225,0.9,47,"LtoS","performing-articulation"
49,113,20878,72,88,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",236,0.944,48,"Staccato","performing-articulation"
50,115,21120,74,91,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",242,0.968,49,"Staccato","performing-articulation"
51,117,21367,74,95,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",247,0.988,50,"Staccato","performing-articulation"
54,123,22972,65,107,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",241,0.964,53,"Staccato","performing-articulation"
55,125,23210,64,92,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",238,0.952,54,"Staccato","performing-articulation"
56,127,23448,64,95,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",238,0.952,55,"Staccato","performing-articulation"
59,133,24951,67,63,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",244,0.976,58,"Staccato","performing-articulation"
60,135,25182,71,72,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,59,"Staccato","performing-articulation"
61,137,25408,71,88,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",226,0.904,60,"Staccato","performing-articulation"
62,139,25639,72,96,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",231,0.924,61,"Staccato","performing-articulation"
63,141,25875,72,96,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",236,0.944,62,"Staccato","performing-articulation"
64,143,26104,73,98,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",229,0.916,63,"Staccato","performing-articulation"
65,145,26334,73,100,1,2,250,1,3,3,"articulation","performing","3_p_stim_a.png",230,0.92,64,"Staccato","performing-articulation"
2,18,7231,78,75,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",225,0.9,1,"Legato","performing-articulation"
3,20,7478,79,80,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",247,0.988,2,"Legato","performing-articulation"
4,22,7706,76,87,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",228,0.912,3,"Legato","performing-articulation"
5,24,7933,72,96,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",227,0.908,4,"Legato","performing-articulation"
6,26,8175,67,81,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",242,0.968,5,"LtoS","performing-articulation"
7,29,8406,67,88,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",231,0.924,6,"Staccato","performing-articulation"
8,31,8639,67,91,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",233,0.932,7,"Staccato","performing-articulation"
9,33,8878,79,65,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",239,0.956,8,"StoL","performing-articulation"
10,34,9103,78,73,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",225,0.9,9,"Legato","performing-articulation"
11,36,9325,79,75,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",222,0.888,10,"Legato","performing-articulation"
12,38,9564,76,75,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",239,0.956,11,"Legato","performing-articulation"
13,40,9792,72,78,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",228,0.912,12,"Legato","performing-articulation"
14,42,10026,76,78,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,13,"Legato","performing-articulation"
15,44,10268,79,82,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",242,0.968,14,"Legato","performing-articulation"
16,46,10492,84,85,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",224,0.896,15,"Legato","performing-articulation"
17,48,10716,83,88,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",224,0.896,16,"Legato","performing-articulation"
18,50,10952,81,78,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",236,0.944,17,"LtoS","performing-articulation"
19,53,11186,81,79,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,18,"Staccato","performing-articulation"
20,55,11407,81,81,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",221,0.884,19,"Staccato","performing-articulation"
21,57,11643,83,74,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",236,0.944,20,"StoL","performing-articulation"
22,58,11890,81,63,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",247,0.988,21,"Legato","performing-articulation"
23,60,12116,84,74,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",226,0.904,22,"Legato","performing-articulation"
24,62,12340,81,81,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",224,0.896,23,"Legato","performing-articulation"
25,64,12571,78,74,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",231,0.924,24,"Legato","performing-articulation"
30,75,14911,77,91,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,29,"Staccato","performing-articulation"
31,77,15144,76,84,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",233,0.932,30,"Staccato","performing-articulation"
32,79,15375,76,88,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",231,0.924,31,"Staccato","performing-articulation"
37,89,17880,76,59,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",241,0.964,36,"Staccato","performing-articulation"
38,91,18114,76,56,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,37,"Staccato","performing-articulation"
39,93,18343,76,71,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",229,0.916,38,"Staccato","performing-articulation"
40,95,18576,81,67,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",233,0.932,39,"StoL","performing-articulation"
41,96,18812,77,67,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",236,0.944,40,"Legato","performing-articulation"
42,98,19052,76,71,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",240,0.96,41,"Legato","performing-articulation"
43,100,19288,74,79,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",236,0.944,42,"Legato","performing-articulation"
44,102,19516,76,84,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",228,0.912,43,"Legato","performing-articulation"
45,104,19756,79,84,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",240,0.96,44,"Legato","performing-articulation"
46,106,19987,74,81,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",231,0.924,45,"Legato","performing-articulation"
47,108,20220,71,83,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",233,0.932,46,"Legato","performing-articulation"
48,110,20440,72,91,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",220,0.88,47,"LtoS","performing-articulation"
49,113,20685,72,88,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",245,0.98,48,"Staccato","performing-articulation"
50,115,20918,74,88,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",233,0.932,49,"Staccato","performing-articulation"
51,117,21153,74,83,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",235,0.94,50,"Staccato","performing-articulation"
54,123,22733,65,98,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",229,0.916,53,"Staccato","performing-articulation"
55,125,22974,64,94,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",241,0.964,54,"Staccato","performing-articulation"
56,127,23208,64,93,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,55,"Staccato","performing-articulation"
59,133,24749,67,66,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",219,0.876,58,"Staccato","performing-articulation"
60,135,24979,71,74,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",230,0.92,59,"Staccato","performing-articulation"
61,137,25214,71,87,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",235,0.94,60,"Staccato","performing-articulation"
62,139,25441,72,91,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",227,0.908,61,"Staccato","performing-articulation"
63,141,25672,72,97,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",231,0.924,62,"Staccato","performing-articulation"
64,143,25908,73,98,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",236,0.944,63,"Staccato","performing-articulation"
65,145,26142,73,104,1,2,250,1,3,4,"articulation","performing","4_p_stim_a.png",234,0.936,64,"Staccato","performing-articulation"
2,18,7247,78,68,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",223,0.892,1,"Legato","performing-articulation"
3,20,7504,79,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",257,1.028,2,"Legato","performing-articulation"
4,22,7737,76,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",233,0.932,3,"Legato","performing-articulation"
5,24,7962,72,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",225,0.9,4,"Legato","performing-articulation"
6,26,8201,67,82,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",239,0.956,5,"LtoS","performing-articulation"
7,29,8435,67,84,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",234,0.936,6,"Staccato","performing-articulation"
8,31,8666,67,87,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",231,0.924,7,"Staccato","performing-articulation"
9,33,8905,79,70,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",239,0.956,8,"StoL","performing-articulation"
10,34,9126,78,71,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",221,0.884,9,"Legato","performing-articulation"
11,36,9359,79,80,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",233,0.932,10,"Legato","performing-articulation"
12,38,9594,76,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",235,0.94,11,"Legato","performing-articulation"
13,40,9824,72,94,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",230,0.92,12,"Legato","performing-articulation"
14,42,10062,76,79,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",238,0.952,13,"Legato","performing-articulation"
15,44,10297,79,86,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",235,0.94,14,"Legato","performing-articulation"
16,46,10519,84,88,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",222,0.888,15,"Legato","performing-articulation"
17,48,10758,83,85,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",239,0.956,16,"Legato","performing-articulation"
18,50,10989,81,78,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",231,0.924,17,"LtoS","performing-articulation"
19,53,11234,81,78,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",245,0.98,18,"Staccato","performing-articulation"
20,55,11458,81,83,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",224,0.896,19,"Staccato","performing-articulation"
21,57,11696,83,79,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",238,0.952,20,"StoL","performing-articulation"
22,58,11933,81,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",237,0.948,21,"Legato","performing-articulation"
23,60,12167,84,76,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",234,0.936,22,"Legato","performing-articulation"
24,62,12388,81,84,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",221,0.884,23,"Legato","performing-articulation"
25,64,12632,78,80,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",244,0.976,24,"Legato","performing-articulation"
30,75,14940,77,93,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",230,0.92,29,"Staccato","performing-articulation"
31,77,15178,76,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",238,0.952,30,"Staccato","performing-articulation"
32,79,15410,76,85,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",232,0.928,31,"Staccato","performing-articulation"
37,89,17923,76,78,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",241,0.964,36,"Staccato","performing-articulation"
38,91,18156,76,71,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",233,0.932,37,"Staccato","performing-articulation"
39,93,18390,76,79,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",234,0.936,38,"Staccato","performing-articulation"
40,95,18628,81,71,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",238,0.952,39,"StoL","performing-articulation"
41,96,18862,77,70,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",234,0.936,40,"Legato","performing-articulation"
42,97,19105,76,74,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",243,0.972,41,"Legato","performing-articulation"
43,99,19335,74,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",230,0.92,42,"Legato","performing-articulation"
44,102,19562,76,83,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",227,0.908,43,"Legato","performing-articulation"
45,104,19798,79,88,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",236,0.944,44,"Legato","performing-articulation"
46,106,20033,74,82,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",235,0.94,45,"Legato","performing-articulation"
47,108,20264,71,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",231,0.924,46,"Legato","performing-articulation"
48,110,20481,72,89,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",217,0.868,47,"LtoS","performing-articulation"
49,113,20726,72,95,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",245,0.98,48,"Staccato","performing-articulation"
50,115,20959,74,90,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",233,0.932,49,"Staccato","performing-articulation"
51,117,21209,74,94,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",250,1,50,"Staccato","performing-articulation"
54,123,22750,65,103,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",236,0.944,53,"Staccato","performing-articulation"
55,125,22991,64,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",241,0.964,54,"Staccato","performing-articulation"
56,127,23217,64,89,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",226,0.904,55,"Staccato","performing-articulation"
59,133,24594,67,70,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",226,0.904,58,"Staccato","performing-articulation"
60,135,24814,71,81,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",220,0.88,59,"Staccato","performing-articulation"
61,137,25029,71,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",215,0.86,60,"Staccato","performing-articulation"
62,139,25266,72,91,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",237,0.948,61,"Staccato","performing-articulation"
63,141,25490,72,97,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",224,0.896,62,"Staccato","performing-articulation"
64,143,25722,73,105,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",232,0.928,63,"Staccato","performing-articulation"
65,145,25945,73,107,1,2,250,1,3,5,"articulation","performing","5_p_stim_a.png",223,0.892,64,"Staccato","performing-articulation"
2,18,7285,78,77,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",235,0.94,1,"Legato","performing-articulation"
