"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Diff","Interval","Subcomponent","Grouping"
41,41,18587,77,79,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",10,40,"Legato","performing-articulation"
42,42,18798,76,79,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",0,41,"Legato","performing-articulation"
43,43,19015,74,75,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",-4,42,"Legato","performing-articulation"
44,44,19233,76,73,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",-2,43,"Legato","performing-articulation"
45,45,19456,79,79,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",6,44,"Legato","performing-articulation"
46,46,19670,74,72,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",-7,45,"Legato","performing-articulation"
47,47,19887,71,67,1,2,250,2,1,6,"articulation","performing","6_p_stim_a.png",-5,46,"Legato","performing-articulation"
2,2,7782,78,69,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-6,1,"Legato","performing-articulation"
3,3,8007,79,68,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-1,2,"Legato","performing-articulation"
4,4,8228,76,64,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-4,3,"Legato","performing-articulation"
5,5,8432,72,65,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",1,4,"Legato","performing-articulation"
10,10,9483,78,83,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",1,9,"Legato","performing-articulation"
11,11,9685,79,78,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-5,10,"Legato","performing-articulation"
12,12,9890,76,73,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-5,11,"Legato","performing-articulation"
13,13,10110,72,69,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-4,12,"Legato","performing-articulation"
14,14,10324,76,63,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-6,13,"Legato","performing-articulation"
15,15,10556,79,67,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",4,14,"Legato","performing-articulation"
16,16,10768,84,71,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",4,15,"Legato","performing-articulation"
17,17,10984,83,65,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-6,16,"Legato","performing-articulation"
22,22,12053,81,76,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",3,21,"Legato","performing-articulation"
23,23,12263,84,75,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-1,22,"Legato","performing-articulation"
24,24,12470,81,76,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",1,23,"Legato","performing-articulation"
25,25,12681,78,76,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",0,24,"Legato","performing-articulation"
41,41,18166,77,78,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",2,40,"Legato","performing-articulation"
42,42,18376,76,80,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",2,41,"Legato","performing-articulation"
43,43,18593,74,81,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",1,42,"Legato","performing-articulation"
44,44,18803,76,80,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-1,43,"Legato","performing-articulation"
45,45,19016,79,81,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",1,44,"Legato","performing-articulation"
46,46,19229,74,70,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-11,45,"Legato","performing-articulation"
47,47,19439,71,65,1,2,250,2,1,7,"articulation","performing","7_p_stim_a.png",-5,46,"Legato","performing-articulation"
2,2,7837,78,82,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",15,1,"Legato","performing-articulation"
3,3,8054,79,80,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-2,2,"Legato","performing-articulation"
4,4,8286,76,70,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-10,3,"Legato","performing-articulation"
5,5,8498,72,72,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",2,4,"Legato","performing-articulation"
10,10,9572,78,86,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",10,9,"Legato","performing-articulation"
11,11,9778,79,81,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-5,10,"Legato","performing-articulation"
12,12,9995,76,79,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-2,11,"Legato","performing-articulation"
13,13,10211,72,82,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",3,12,"Legato","performing-articulation"
14,14,10425,76,78,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-4,13,"Legato","performing-articulation"
15,15,10642,79,81,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",3,14,"Legato","performing-articulation"
17,17,11089,83,71,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",9,16,"Legato","performing-articulation"
22,22,12150,81,85,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",3,21,"Legato","performing-articulation"
23,23,12366,84,87,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",2,22,"Legato","performing-articulation"
24,24,12589,81,76,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-11,23,"Legato","performing-articulation"
25,25,12796,78,69,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-7,24,"Legato","performing-articulation"
41,41,18381,77,84,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-1,40,"Legato","performing-articulation"
42,42,18592,76,90,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",6,41,"Legato","performing-articulation"
43,43,18805,74,95,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",5,42,"Legato","performing-articulation"
44,44,19018,76,88,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-7,43,"Legato","performing-articulation"
45,45,19227,79,86,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-2,44,"Legato","performing-articulation"
46,46,19444,74,86,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",0,45,"Legato","performing-articulation"
47,47,19655,71,80,1,2,250,2,1,8,"articulation","performing","8_p_stim_a.png",-6,46,"Legato","performing-articulation"
2,2,7779,78,79,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",8,1,"Legato","teaching-articulation"
3,3,8000,79,83,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",4,2,"Legato","teaching-articulation"
4,4,8218,76,83,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",0,3,"Legato","teaching-articulation"
5,5,8421,72,81,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-2,4,"Legato","teaching-articulation"
10,10,9495,78,84,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",3,9,"Legato","teaching-articulation"
11,11,9705,79,88,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",4,10,"Legato","teaching-articulation"
12,12,9927,76,83,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-5,11,"Legato","teaching-articulation"
13,13,10144,72,87,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",4,12,"Legato","teaching-articulation"
14,14,10355,76,90,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",3,13,"Legato","teaching-articulation"
15,15,10565,79,91,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",1,14,"Legato","teaching-articulation"
16,16,10785,84,81,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-10,15,"Legato","teaching-articulation"
17,17,11016,83,67,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-14,16,"Legato","teaching-articulation"
22,22,12068,81,93,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",6,21,"Legato","teaching-articulation"
23,23,12278,84,95,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",2,22,"Legato","teaching-articulation"
25,25,12736,78,64,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-4,24,"Legato","teaching-articulation"
41,41,18341,77,88,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",8,40,"Legato","teaching-articulation"
42,42,18542,76,93,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",5,41,"Legato","teaching-articulation"
43,43,18747,74,91,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-2,42,"Legato","teaching-articulation"
44,44,18963,76,97,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",6,43,"Legato","teaching-articulation"
45,45,19172,79,84,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-13,44,"Legato","teaching-articulation"
46,46,19385,74,81,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-3,45,"Legato","teaching-articulation"
47,47,19603,71,68,1,2,250,2,3,1,"articulation","teaching","1_t_stim_a.png",-13,46,"Legato","teaching-articulation"
2,2,7909,78,93,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",12,1,"Legato","teaching-articulation"
3,3,8115,79,89,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-4,2,"Legato","teaching-articulation"
4,4,8335,76,84,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-5,3,"Legato","teaching-articulation"
5,5,8556,72,75,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-9,4,"Legato","teaching-articulation"
10,10,9618,78,86,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",2,9,"Legato","teaching-articulation"
11,11,9834,79,90,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",4,10,"Legato","teaching-articulation"
12,12,10051,76,87,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-3,11,"Legato","teaching-articulation"
13,13,10255,72,89,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",2,12,"Legato","teaching-articulation"
14,14,10470,76,90,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",1,13,"Legato","teaching-articulation"
15,15,10675,79,88,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-2,14,"Legato","teaching-articulation"
16,16,10888,84,88,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",0,15,"Legato","teaching-articulation"
17,17,11104,83,73,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-15,16,"Legato","teaching-articulation"
22,22,12157,81,90,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",6,21,"Legato","teaching-articulation"
23,23,12373,84,91,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",1,22,"Legato","teaching-articulation"
24,24,12595,81,78,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-13,23,"Legato","teaching-articulation"
25,25,12809,78,69,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-9,24,"Legato","teaching-articulation"
41,41,18374,77,91,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",0,40,"Legato","teaching-articulation"
42,42,18583,76,91,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",0,41,"Legato","teaching-articulation"
43,43,18800,74,89,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-2,42,"Legato","teaching-articulation"
44,44,19017,76,80,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-9,43,"Legato","teaching-articulation"
45,45,19235,79,85,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",5,44,"Legato","teaching-articulation"
46,46,19451,74,82,1,2,250,2,3,2,"articulation","teaching","2_t_stim_a.png",-3,45,"Legato","teaching-articulation"
2,2,7679,78,89,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",7,1,"Legato","teaching-articulation"
3,3,7889,79,86,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-3,2,"Legato","teaching-articulation"
4,4,8114,76,77,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-9,3,"Legato","teaching-articulation"
5,5,8331,72,76,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-1,4,"Legato","teaching-articulation"
10,10,9394,78,86,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",0,9,"Legato","teaching-articulation"
11,11,9600,79,89,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",3,10,"Legato","teaching-articulation"
12,12,9826,76,81,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-8,11,"Legato","teaching-articulation"
13,13,10036,72,89,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",8,12,"Legato","teaching-articulation"
14,14,10252,76,94,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",5,13,"Legato","teaching-articulation"
15,15,10465,79,94,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",0,14,"Legato","teaching-articulation"
16,16,10677,84,81,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-13,15,"Legato","teaching-articulation"
17,17,10892,83,72,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-9,16,"Legato","teaching-articulation"
22,22,11937,81,88,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-5,21,"Legato","teaching-articulation"
23,23,12147,84,91,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",3,22,"Legato","teaching-articulation"
24,24,12360,81,81,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-10,23,"Legato","teaching-articulation"
25,25,12583,78,68,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-13,24,"Legato","teaching-articulation"
41,41,18159,77,78,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-2,40,"Legato","teaching-articulation"
42,42,18358,76,87,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",9,41,"Legato","teaching-articulation"
43,43,18572,74,88,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",1,42,"Legato","teaching-articulation"
44,44,18782,76,89,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",1,43,"Legato","teaching-articulation"
45,45,18997,79,84,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-5,44,"Legato","teaching-articulation"
46,46,19211,74,77,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-7,45,"Legato","teaching-articulation"
47,47,19420,71,69,1,2,250,2,3,3,"articulation","teaching","3_t_stim_a.png",-8,46,"Legato","teaching-articulation"
2,2,7826,78,91,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",11,1,"Legato","teaching-articulation"
3,3,8036,79,89,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-2,2,"Legato","teaching-articulation"
4,4,8252,76,79,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-10,3,"Legato","teaching-articulation"
5,5,8468,72,76,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-3,4,"Legato","teaching-articulation"
10,10,9505,78,89,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",1,9,"Legato","teaching-articulation"
11,11,9710,79,89,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",0,10,"Legato","teaching-articulation"
12,12,9920,76,86,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-3,11,"Legato","teaching-articulation"
13,13,10128,72,88,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",2,12,"Legato","teaching-articulation"
14,14,10341,76,89,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",1,13,"Legato","teaching-articulation"
15,15,10541,79,96,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",7,14,"Legato","teaching-articulation"
16,16,10750,84,90,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-6,15,"Legato","teaching-articulation"
17,17,10957,83,80,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-10,16,"Legato","teaching-articulation"
22,22,12038,81,91,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-3,21,"Legato","teaching-articulation"
23,23,12252,84,95,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",4,22,"Legato","teaching-articulation"
24,24,12469,81,83,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-12,23,"Legato","teaching-articulation"
25,25,12686,78,70,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-13,24,"Legato","teaching-articulation"
41,41,18269,77,81,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-2,40,"Legato","teaching-articulation"
42,42,18471,76,89,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",8,41,"Legato","teaching-articulation"
43,43,18683,74,87,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-2,42,"Legato","teaching-articulation"
44,44,18888,76,86,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-1,43,"Legato","teaching-articulation"
45,45,19101,79,82,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-4,44,"Legato","teaching-articulation"
46,46,19314,74,75,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-7,45,"Legato","teaching-articulation"
47,47,19530,71,68,1,2,250,2,3,4,"articulation","teaching","4_t_stim_a.png",-7,46,"Legato","teaching-articulation"
2,2,7861,78,88,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",11,1,"Legato","teaching-articulation"
3,3,8069,79,89,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",1,2,"Legato","teaching-articulation"
4,4,8282,76,83,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-6,3,"Legato","teaching-articulation"
5,5,8502,72,78,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-5,4,"Legato","teaching-articulation"
10,10,9566,78,89,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-4,9,"Legato","teaching-articulation"
11,11,9766,79,86,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-3,10,"Legato","teaching-articulation"
12,12,9985,76,87,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",1,11,"Legato","teaching-articulation"
13,13,10205,72,90,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",3,12,"Legato","teaching-articulation"
14,14,10431,76,97,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",7,13,"Legato","teaching-articulation"
15,15,10643,79,98,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",1,14,"Legato","teaching-articulation"
16,16,10837,84,94,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-4,15,"Legato","teaching-articulation"
17,17,11045,83,84,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-10,16,"Legato","teaching-articulation"
22,22,12104,81,94,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",4,21,"Legato","teaching-articulation"
23,23,12303,84,89,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-5,22,"Legato","teaching-articulation"
24,24,12524,81,79,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-10,23,"Legato","teaching-articulation"
25,25,12750,78,67,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-12,24,"Legato","teaching-articulation"
41,41,18180,77,91,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",1,40,"Legato","teaching-articulation"
42,42,18372,76,88,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-3,41,"Legato","teaching-articulation"
43,43,18580,74,98,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",10,42,"Legato","teaching-articulation"
44,44,18794,76,87,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-11,43,"Legato","teaching-articulation"
45,45,19002,79,84,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-3,44,"Legato","teaching-articulation"
46,46,19216,74,76,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-8,45,"Legato","teaching-articulation"
47,47,19421,71,71,1,2,250,2,3,5,"articulation","teaching","5_t_stim_a.png",-5,46,"Legato","teaching-articulation"
2,2,7888,78,87,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",6,1,"Legato","teaching-articulation"
3,3,8099,79,93,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",6,2,"Legato","teaching-articulation"
4,4,8320,76,80,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-13,3,"Legato","teaching-articulation"
5,5,8530,72,79,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-1,4,"Legato","teaching-articulation"
10,10,9598,78,90,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-6,9,"Legato","teaching-articulation"
11,11,9805,79,90,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",0,10,"Legato","teaching-articulation"
12,12,10013,76,85,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-5,11,"Legato","teaching-articulation"
13,13,10219,72,93,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",8,12,"Legato","teaching-articulation"
14,14,10432,76,99,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",6,13,"Legato","teaching-articulation"
15,15,10638,79,97,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-2,14,"Legato","teaching-articulation"
16,16,10852,84,91,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-6,15,"Legato","teaching-articulation"
17,17,11062,83,76,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-15,16,"Legato","teaching-articulation"
22,22,12131,81,97,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",1,21,"Legato","teaching-articulation"
23,23,12341,84,98,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",1,22,"Legato","teaching-articulation"
24,24,12559,81,86,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-12,23,"Legato","teaching-articulation"
25,25,12782,78,74,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-12,24,"Legato","teaching-articulation"
41,41,18600,77,72,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",6,40,"Legato","teaching-articulation"
42,42,18817,76,82,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",10,41,"Legato","teaching-articulation"
43,43,19035,74,74,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-8,42,"Legato","teaching-articulation"
44,44,19225,76,78,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",4,43,"Legato","teaching-articulation"
45,45,19442,79,80,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",2,44,"Legato","teaching-articulation"
46,46,19660,74,75,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-5,45,"Legato","teaching-articulation"
47,47,19867,71,63,1,2,250,2,3,6,"articulation","teaching","6_t_stim_a.png",-12,46,"Legato","teaching-articulation"
2,2,7939,78,85,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",6,1,"Legato","teaching-articulation"
3,3,8146,79,84,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,2,"Legato","teaching-articulation"
4,4,8368,76,67,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-17,3,"Legato","teaching-articulation"
5,5,8571,72,70,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",3,4,"Legato","teaching-articulation"
10,10,9619,78,89,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",5,9,"Legato","teaching-articulation"
11,11,9817,79,88,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,10,"Legato","teaching-articulation"
12,12,10040,76,80,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-8,11,"Legato","teaching-articulation"
13,13,10241,72,90,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",10,12,"Legato","teaching-articulation"
14,14,10453,76,89,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,13,"Legato","teaching-articulation"
15,15,10669,79,91,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",2,14,"Legato","teaching-articulation"
16,16,10873,84,79,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-12,15,"Legato","teaching-articulation"
17,17,11088,83,77,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-2,16,"Legato","teaching-articulation"
22,22,12135,81,95,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",1,21,"Legato","teaching-articulation"
23,23,12338,84,93,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-2,22,"Legato","teaching-articulation"
24,24,12553,81,82,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-11,23,"Legato","teaching-articulation"
25,25,12772,78,74,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-8,24,"Legato","teaching-articulation"
41,41,18273,77,83,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",1,40,"Legato","teaching-articulation"
42,42,18477,76,87,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",4,41,"Legato","teaching-articulation"
43,43,18689,74,86,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,42,"Legato","teaching-articulation"
44,44,18893,76,85,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,43,"Legato","teaching-articulation"
45,45,19111,79,84,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-1,44,"Legato","teaching-articulation"
46,46,19324,74,76,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-8,45,"Legato","teaching-articulation"
47,47,19536,71,66,1,2,250,2,3,7,"articulation","teaching","7_t_stim_a.png",-10,46,"Legato","teaching-articulation"
2,2,7729,78,87,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",12,1,"Legato","teaching-articulation"
3,3,7933,79,89,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",2,2,"Legato","teaching-articulation"
4,4,8148,76,82,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-7,3,"Legato","teaching-articulation"
5,5,8363,72,75,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-7,4,"Legato","teaching-articulation"
10,10,9423,78,89,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-5,9,"Legato","teaching-articulation"
11,11,9629,79,89,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",0,10,"Legato","teaching-articulation"
12,12,9847,76,88,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-1,11,"Legato","teaching-articulation"
13,13,10049,72,93,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",5,12,"Legato","teaching-articulation"
14,14,10258,76,101,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",8,13,"Legato","teaching-articulation"
15,15,10465,79,101,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",0,14,"Legato","teaching-articulation"
16,16,10682,84,91,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-10,15,"Legato","teaching-articulation"
17,17,10887,83,77,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-14,16,"Legato","teaching-articulation"
22,22,11932,81,95,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",6,21,"Legato","teaching-articulation"
23,23,12130,84,93,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-2,22,"Legato","teaching-articulation"
24,24,12349,81,86,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-7,23,"Legato","teaching-articulation"
25,25,12564,78,75,1,2,250,2,3,8,"articulation","teaching","8_t_stim_a.png",-11,24,"Legato","teaching-articulation"
