"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Diff","Interval","Subcomponent","Grouping"
2,2,7268,78,80,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",5,1,"Legato","teaching-articulation"
3,3,7523,79,86,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",6,2,"Legato","teaching-articulation"
4,4,7753,76,84,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-2,3,"Legato","teaching-articulation"
5,5,8002,72,86,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",2,4,"Legato","teaching-articulation"
10,10,9215,78,76,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",3,9,"Legato","teaching-articulation"
11,11,9454,79,81,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",5,10,"Legato","teaching-articulation"
12,12,9692,76,75,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-6,11,"Legato","teaching-articulation"
13,13,9928,72,74,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-1,12,"Legato","teaching-articulation"
14,14,10171,76,68,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-6,13,"Legato","teaching-articulation"
15,15,10416,79,75,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",7,14,"Legato","teaching-articulation"
16,16,10655,84,81,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",6,15,"Legato","teaching-articulation"
17,17,10887,83,83,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",2,16,"Legato","teaching-articulation"
22,22,12102,81,74,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",3,21,"Legato","teaching-articulation"
23,23,12341,84,85,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",11,22,"Legato","teaching-articulation"
24,24,12575,81,78,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-7,23,"Legato","teaching-articulation"
25,25,12809,78,66,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-12,24,"Legato","teaching-articulation"
41,41,19094,77,57,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-9,40,"Legato","teaching-articulation"
42,42,19342,76,60,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",3,41,"Legato","teaching-articulation"
43,43,19582,74,74,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",14,42,"Legato","teaching-articulation"
44,44,19826,76,70,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-4,43,"Legato","teaching-articulation"
45,45,20062,79,85,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",15,44,"Legato","teaching-articulation"
46,46,20305,74,76,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",-9,45,"Legato","teaching-articulation"
47,47,20546,71,83,1,2,250,1,1,1,"articulation","teaching","1_t_stim_a.png",7,46,"Legato","teaching-articulation"
2,2,7274,78,79,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",1,1,"Legato","teaching-articulation"
3,3,7533,79,83,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",4,2,"Legato","teaching-articulation"
4,4,7782,76,79,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-4,3,"Legato","teaching-articulation"
5,5,8040,72,88,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",9,4,"Legato","teaching-articulation"
10,10,9269,78,70,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-5,9,"Legato","teaching-articulation"
11,11,9511,79,75,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",5,10,"Legato","teaching-articulation"
12,12,9754,76,78,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",3,11,"Legato","teaching-articulation"
13,13,10007,72,76,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-2,12,"Legato","teaching-articulation"
14,14,10248,76,84,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",8,13,"Legato","teaching-articulation"
15,15,10500,79,88,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",4,14,"Legato","teaching-articulation"
16,16,10750,84,90,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",2,15,"Legato","teaching-articulation"
17,17,10993,83,87,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-3,16,"Legato","teaching-articulation"
22,22,12219,81,87,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",6,21,"Legato","teaching-articulation"
23,23,12478,84,76,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-11,22,"Legato","teaching-articulation"
24,24,12716,81,82,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",6,23,"Legato","teaching-articulation"
25,25,12969,78,77,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-5,24,"Legato","teaching-articulation"
41,41,19354,77,76,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-5,40,"Legato","teaching-articulation"
42,42,19587,76,76,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",0,41,"Legato","teaching-articulation"
43,43,19850,74,86,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",10,42,"Legato","teaching-articulation"
44,44,20089,76,83,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-3,43,"Legato","teaching-articulation"
45,45,20348,79,79,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",-4,44,"Legato","teaching-articulation"
46,46,20586,74,80,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",1,45,"Legato","teaching-articulation"
47,47,20838,71,86,1,2,250,1,1,2,"articulation","teaching","2_t_stim_a.png",6,46,"Legato","teaching-articulation"
2,2,7268,78,78,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",4,1,"Legato","teaching-articulation"
3,3,7524,79,87,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",9,2,"Legato","teaching-articulation"
4,4,7782,76,89,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",2,3,"Legato","teaching-articulation"
5,5,8024,72,91,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",2,4,"Legato","teaching-articulation"
10,10,9277,78,71,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-8,9,"Legato","teaching-articulation"
11,11,9536,79,81,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",10,10,"Legato","teaching-articulation"
12,12,9787,76,80,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-1,11,"Legato","teaching-articulation"
13,13,10032,72,87,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",7,12,"Legato","teaching-articulation"
14,14,10284,76,81,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-6,13,"Legato","teaching-articulation"
15,15,10539,79,87,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",6,14,"Legato","teaching-articulation"
16,16,10782,84,87,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",0,15,"Legato","teaching-articulation"
17,17,11019,83,87,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",0,16,"Legato","teaching-articulation"
22,22,12250,81,84,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",2,21,"Legato","teaching-articulation"
23,23,12494,84,88,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",4,22,"Legato","teaching-articulation"
24,24,12732,81,90,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",2,23,"Legato","teaching-articulation"
25,25,12994,78,85,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-5,24,"Legato","teaching-articulation"
41,41,19438,77,73,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-8,40,"Legato","teaching-articulation"
42,42,19671,76,78,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",5,41,"Legato","teaching-articulation"
43,43,19936,74,82,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",4,42,"Legato","teaching-articulation"
44,44,20165,76,81,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",-1,43,"Legato","teaching-articulation"
45,45,20417,79,83,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",2,44,"Legato","teaching-articulation"
46,46,20669,74,84,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",1,45,"Legato","teaching-articulation"
47,47,20919,71,90,1,2,250,1,1,3,"articulation","teaching","3_t_stim_a.png",6,46,"Legato","teaching-articulation"
2,2,7238,78,84,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",12,1,"Legato","teaching-articulation"
3,3,7489,79,91,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",7,2,"Legato","teaching-articulation"
4,4,7742,76,86,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-5,3,"Legato","teaching-articulation"
5,5,7984,72,93,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",7,4,"Legato","teaching-articulation"
10,10,9213,78,81,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",7,9,"Legato","teaching-articulation"
11,11,9450,79,81,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",0,10,"Legato","teaching-articulation"
12,12,9692,76,82,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",1,11,"Legato","teaching-articulation"
13,13,9944,72,89,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",7,12,"Legato","teaching-articulation"
14,14,10178,76,84,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-5,13,"Legato","teaching-articulation"
15,15,10428,79,88,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",4,14,"Legato","teaching-articulation"
16,16,10673,84,94,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",6,15,"Legato","teaching-articulation"
17,17,10914,83,85,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-9,16,"Legato","teaching-articulation"
22,22,12139,81,85,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",8,21,"Legato","teaching-articulation"
23,23,12396,84,79,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-6,22,"Legato","teaching-articulation"
24,24,12631,81,82,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",3,23,"Legato","teaching-articulation"
25,25,12886,78,80,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-2,24,"Legato","teaching-articulation"
41,41,19344,77,67,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-11,40,"Legato","teaching-articulation"
42,42,19575,76,78,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",11,41,"Legato","teaching-articulation"
43,43,19823,74,80,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",2,42,"Legato","teaching-articulation"
44,44,20056,76,81,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",1,43,"Legato","teaching-articulation"
45,45,20306,79,84,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",3,44,"Legato","teaching-articulation"
46,46,20541,74,80,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",-4,45,"Legato","teaching-articulation"
47,47,20783,71,84,1,2,250,1,1,4,"articulation","teaching","4_t_stim_a.png",4,46,"Legato","teaching-articulation"
2,2,7296,78,68,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",11,1,"Legato","teaching-articulation"
3,3,7547,79,78,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",10,2,"Legato","teaching-articulation"
4,4,7789,76,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",3,3,"Legato","teaching-articulation"
5,5,8036,72,86,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",5,4,"Legato","teaching-articulation"
10,10,9265,78,78,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",15,9,"Legato","teaching-articulation"
11,11,9500,79,78,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",0,10,"Legato","teaching-articulation"
12,12,9738,76,82,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",4,11,"Legato","teaching-articulation"
13,13,9985,72,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-1,12,"Legato","teaching-articulation"
14,14,10220,76,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",0,13,"Legato","teaching-articulation"
15,15,10476,79,84,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",3,14,"Legato","teaching-articulation"
16,16,10721,84,83,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-1,15,"Legato","teaching-articulation"
17,17,10965,83,83,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",0,16,"Legato","teaching-articulation"
22,22,12185,81,79,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",5,21,"Legato","teaching-articulation"
23,23,12429,84,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",2,22,"Legato","teaching-articulation"
24,24,12665,81,79,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-2,23,"Legato","teaching-articulation"
25,25,12913,78,79,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",0,24,"Legato","teaching-articulation"
41,41,19282,77,74,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",3,40,"Legato","teaching-articulation"
42,42,19502,76,79,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",5,41,"Legato","teaching-articulation"
43,43,19758,74,85,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",6,42,"Legato","teaching-articulation"
44,44,19994,76,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-4,43,"Legato","teaching-articulation"
45,45,20241,79,82,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",1,44,"Legato","teaching-articulation"
46,46,20482,74,81,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-1,45,"Legato","teaching-articulation"
47,47,20721,71,75,1,2,250,1,1,5,"articulation","teaching","5_t_stim_a.png",-6,46,"Legato","teaching-articulation"
2,2,7256,78,68,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",13,1,"Legato","teaching-articulation"
3,3,7518,79,78,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",10,2,"Legato","teaching-articulation"
4,4,7756,76,81,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",3,3,"Legato","teaching-articulation"
5,5,8014,72,84,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",3,4,"Legato","teaching-articulation"
10,10,9224,78,74,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",6,9,"Legato","teaching-articulation"
11,11,9476,79,79,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",5,10,"Legato","teaching-articulation"
12,12,9712,76,76,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-3,11,"Legato","teaching-articulation"
13,13,9955,72,81,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",5,12,"Legato","teaching-articulation"
14,14,10202,76,81,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",0,13,"Legato","teaching-articulation"
15,15,10454,79,88,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",7,14,"Legato","teaching-articulation"
16,16,10701,84,88,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",0,15,"Legato","teaching-articulation"
17,17,10944,83,81,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-7,16,"Legato","teaching-articulation"
22,22,12151,81,83,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",2,21,"Legato","teaching-articulation"
23,23,12397,84,81,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-2,22,"Legato","teaching-articulation"
24,24,12634,81,84,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",3,23,"Legato","teaching-articulation"
25,25,12893,78,75,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-9,24,"Legato","teaching-articulation"
41,41,19220,77,76,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",8,40,"Legato","teaching-articulation"
42,42,19466,76,78,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",2,41,"Legato","teaching-articulation"
43,43,19712,74,80,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",2,42,"Legato","teaching-articulation"
44,44,19954,76,79,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-1,43,"Legato","teaching-articulation"
45,45,20217,79,78,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",-1,44,"Legato","teaching-articulation"
46,46,20462,74,79,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",1,45,"Legato","teaching-articulation"
47,47,20710,71,84,1,2,250,1,1,6,"articulation","teaching","6_t_stim_a.png",5,46,"Legato","teaching-articulation"
2,2,7258,78,68,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",15,1,"Legato","teaching-articulation"
3,3,7510,79,77,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",9,2,"Legato","teaching-articulation"
4,4,7758,76,78,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",1,3,"Legato","teaching-articulation"
5,5,8000,72,81,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",3,4,"Legato","teaching-articulation"
10,10,9211,78,70,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",7,9,"Legato","teaching-articulation"
11,11,9458,79,74,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",4,10,"Legato","teaching-articulation"
12,12,9700,76,74,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",0,11,"Legato","teaching-articulation"
13,13,9936,72,75,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",1,12,"Legato","teaching-articulation"
14,14,10184,76,77,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",2,13,"Legato","teaching-articulation"
15,15,10426,79,81,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",4,14,"Legato","teaching-articulation"
16,16,10659,84,81,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",0,15,"Legato","teaching-articulation"
17,17,10900,83,79,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",-2,16,"Legato","teaching-articulation"
22,22,12112,81,75,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",7,21,"Legato","teaching-articulation"
23,23,12354,84,75,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",0,22,"Legato","teaching-articulation"
24,24,12576,81,80,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",5,23,"Legato","teaching-articulation"
25,25,12833,78,72,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",-8,24,"Legato","teaching-articulation"
41,41,19103,77,77,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",-2,40,"Legato","teaching-articulation"
42,42,19335,76,78,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",1,41,"Legato","teaching-articulation"
43,43,19594,74,80,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",2,42,"Legato","teaching-articulation"
44,44,19834,76,81,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",1,43,"Legato","teaching-articulation"
45,45,20084,79,82,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",1,44,"Legato","teaching-articulation"
46,46,20311,74,80,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",-2,45,"Legato","teaching-articulation"
47,47,20560,71,83,1,2,250,1,1,7,"articulation","teaching","7_t_stim_a.png",3,46,"Legato","teaching-articulation"
2,2,7251,78,70,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",12,1,"Legato","teaching-articulation"
3,3,7517,79,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",11,2,"Legato","teaching-articulation"
4,4,7764,76,78,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-3,3,"Legato","teaching-articulation"
5,5,8004,72,85,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",7,4,"Legato","teaching-articulation"
10,10,9229,78,75,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",10,9,"Legato","teaching-articulation"
11,11,9459,79,76,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",1,10,"Legato","teaching-articulation"
12,12,9696,76,79,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",3,11,"Legato","teaching-articulation"
13,13,9938,72,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",2,12,"Legato","teaching-articulation"
14,14,10171,76,80,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-1,13,"Legato","teaching-articulation"
15,15,10417,79,85,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",5,14,"Legato","teaching-articulation"
16,16,10663,84,87,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",2,15,"Legato","teaching-articulation"
17,17,10896,83,85,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-2,16,"Legato","teaching-articulation"
22,22,12087,81,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",6,21,"Legato","teaching-articulation"
23,23,12339,84,77,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-4,22,"Legato","teaching-articulation"
24,24,12565,81,82,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",5,23,"Legato","teaching-articulation"
25,25,12818,78,76,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-6,24,"Legato","teaching-articulation"
41,41,19134,77,73,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-8,40,"Legato","teaching-articulation"
42,42,19361,76,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",8,41,"Legato","teaching-articulation"
43,43,19607,74,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",0,42,"Legato","teaching-articulation"
44,44,19844,76,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",0,43,"Legato","teaching-articulation"
45,45,20080,79,82,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",1,44,"Legato","teaching-articulation"
46,46,20318,74,81,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",-1,45,"Legato","teaching-articulation"
47,47,20548,71,89,1,2,250,1,1,8,"articulation","teaching","8_t_stim_a.png",8,46,"Legato","teaching-articulation"
2,2,7245,78,80,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",15,1,"Legato","performing-articulation"
3,3,7485,79,91,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",11,2,"Legato","performing-articulation"
4,4,7710,76,87,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-4,3,"Legato","performing-articulation"
5,5,7941,72,93,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",6,4,"Legato","performing-articulation"
10,10,9100,78,71,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",3,9,"Legato","performing-articulation"
11,11,9319,79,81,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",10,10,"Legato","performing-articulation"
12,12,9545,76,81,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",0,11,"Legato","performing-articulation"
13,13,9772,72,87,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",6,12,"Legato","performing-articulation"
14,14,9997,76,85,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-2,13,"Legato","performing-articulation"
15,15,10234,79,86,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",1,14,"Legato","performing-articulation"
16,16,10457,84,91,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",5,15,"Legato","performing-articulation"
17,17,10695,83,85,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-6,16,"Legato","performing-articulation"
22,22,11812,81,83,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",3,21,"Legato","performing-articulation"
23,23,12031,84,79,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-4,22,"Legato","performing-articulation"
24,24,12243,81,70,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-9,23,"Legato","performing-articulation"
25,25,12477,78,75,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",5,24,"Legato","performing-articulation"
41,41,18453,77,81,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",0,40,"Legato","performing-articulation"
42,42,18671,76,85,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",4,41,"Legato","performing-articulation"
43,43,18912,74,88,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",3,42,"Legato","performing-articulation"
44,44,19140,76,90,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",2,43,"Legato","performing-articulation"
45,45,19376,79,91,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",1,44,"Legato","performing-articulation"
46,46,19598,74,85,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-6,45,"Legato","performing-articulation"
47,47,19830,71,82,1,2,250,1,3,1,"articulation","performing","1_p_stim_a.png",-3,46,"Legato","performing-articulation"
2,2,7290,78,67,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",14,1,"Legato","performing-articulation"
3,3,7539,79,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",12,2,"Legato","performing-articulation"
4,4,7774,76,75,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-4,3,"Legato","performing-articulation"
5,5,8005,72,88,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",13,4,"Legato","performing-articulation"
10,10,9182,78,72,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",14,9,"Legato","performing-articulation"
11,11,9410,79,74,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",2,10,"Legato","performing-articulation"
12,12,9649,76,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",7,11,"Legato","performing-articulation"
13,13,9882,72,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-2,12,"Legato","performing-articulation"
14,14,10122,76,65,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-14,13,"Legato","performing-articulation"
15,15,10369,79,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",12,14,"Legato","performing-articulation"
16,16,10596,84,86,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",9,15,"Legato","performing-articulation"
17,17,10820,83,91,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",5,16,"Legato","performing-articulation"
22,22,11997,81,70,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-1,21,"Legato","performing-articulation"
23,23,12212,84,78,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",8,22,"Legato","performing-articulation"
24,24,12446,81,81,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",3,23,"Legato","performing-articulation"
25,25,12684,78,74,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-7,24,"Legato","performing-articulation"
41,41,18975,77,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",7,40,"Legato","performing-articulation"
42,42,19211,76,77,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",0,41,"Legato","performing-articulation"
43,43,19451,74,89,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",12,42,"Legato","performing-articulation"
44,44,19693,76,80,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-9,43,"Legato","performing-articulation"
45,45,19940,79,79,1,2,250,1,3,2,"articulation","performing","2_p_stim_a.png",-1,44,"Legato","performing-articulation"
