RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
67,146,29399,60,46,1,2,1,3,1,articulation,performing,1_p_stim_a.png,1
1,17,8968,60,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
2,18,9239,62,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
3,20,9538,64,64,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
4,22,9817,65,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
5,24,10121,67,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
6,26,10370,65,67,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
7,28,10641,64,69,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
8,30,10912,62,64,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
9,32,11185,60,64,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
10,35,11491,62,64,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
11,37,11747,64,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
12,39,12023,65,48,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
13,41,12283,67,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
14,43,12553,65,59,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
15,45,12846,64,52,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
16,47,13121,62,53,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
17,49,13435,60,57,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
18,51,13727,62,54,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
19,52,13990,64,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
20,54,14239,65,57,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
21,56,14541,67,66,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
22,58,14799,65,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
23,60,15084,64,60,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
24,62,15391,62,57,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
25,64,15695,60,61,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
26,67,15975,62,61,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
27,69,16244,64,55,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
28,71,16553,65,53,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
29,71,,67,,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
30,73,17102,65,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
31,75,17397,64,58,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
32,77,17701,62,52,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
33,79,18049,60,41,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
34,81,22323,67,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
35,83,22611,65,60,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
36,85,22897,64,59,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
37,87,23178,62,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
38,89,23478,60,54,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
