1,	articulation	tempoChange	a_e1	t_e2;
2,	articulation	tempoChange	a_e1	t_e2;
3,	articulation	tempoChange	a_e2	t_e1;
4,	articulation	tempoChange	a_e2	t_e1;
5,	tempoChange	articulation	t_e1	a_e2;
6,	tempoChange	articulation	t_e1	a_e2;
7,	tempoChange	articulation	t_e2	a_e1;
8,	tempoChange	articulation	t_e2	a_e1;
