"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"12974","172","37259","71","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12976","174","37537","71","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12978","176","37818","72","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12980","178","38088","72","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12982","180","38352","73","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12984","182","38619","73","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12987","185","39474","74","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12989","187","40030","77","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12991","189","40587","76","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12992","190","41107","74","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12994","192","41629","72","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12996","194","42170","84","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"12998","196","42979","84","64","0","2","110","4","3","1","dynamics","teaching","1_t_stim_d.png"
"1","19","7345","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"2","21","7616","78","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"3","23","7864","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"4","25","8084","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"5","27","8303","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"6","28","8352","67","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"7","30","8564","67","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"8","32","8836","67","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"9","35","9276","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"10","37","9566","78","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"11","39","9842","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"12","40","9966","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"13","43","10290","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"14","45","10536","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"15","47","10743","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"16","49","11055","84","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"17","51","11250","83","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"18","52","11289","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"19","54","11546","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"20","56","11784","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"21","59","12287","83","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"22","61","12492","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"23","63","12802","84","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"24","66","12966","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"25","69","13250","78","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"26","70","13340","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"27","72","13849","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"28","74","14749","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"29","76","15191","77","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"30","79","15575","77","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"31","80","15673","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"32","83","16077","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"33","84","16810","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"34","87","17633","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"35","89","18116","77","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"36","90","18219","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
